SCHOOLJAAR 2013-2014 IN HET MBO (peildatum 1 oktober 2013);;;;;SCHOOLJAAR 2014-2015 IN HET HBO (peildatum 1 oktober 2014);;;
BRIN NUMMER ;INSTELLINGSNAAM ;MBO SECTOR;LEERWEG MBO;KWALIFICATIENIVEAU;BRIN NUMMER;INSTELLINGSNAAM ;CROHO ONDERDEEL;AANTAL DOORSTROMERS
26CC;Helicon Opleidingen;landbouw;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
26CC;Helicon Opleidingen;landbouw;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;3
26CR;Instituut Broers BV;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;1
26CR;Instituut Broers BV;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
27BK;IMKO opleidingen;zorg en welzijn;BOL;vakopleiding;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
27BK;IMKO opleidingen;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;7
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;6
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;2
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;2
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;2
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;21
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;2
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;zorg en welzijn;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
27GT;EuroCollege Management School bv;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
27GZ;ROC Mondriaan;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
27GZ;ROC Mondriaan;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;5
27GZ;ROC Mondriaan;economie;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
27GZ;ROC Mondriaan;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
27GZ;ROC Mondriaan;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;4
27GZ;ROC Mondriaan;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
27RC;Capabel Onderwijs Groep B.V.;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;2
27RC;Capabel Onderwijs Groep B.V.;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;5
27RC;Capabel Onderwijs Groep B.V.;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;8
27RC;Capabel Onderwijs Groep B.V.;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;2
27RC;Capabel Onderwijs Groep B.V.;zorg en welzijn;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
27YU;Regionaal Opleidingencentrum van Twente;economie;BOL;vakopleiding;25DW;Hogeschool Utrecht;economie;1
27YU;Regionaal Opleidingencentrum van Twente;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;10
27YU;Regionaal Opleidingencentrum van Twente;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
27YU;Regionaal Opleidingencentrum van Twente;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;2
27YU;Regionaal Opleidingencentrum van Twente;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;2
27YU;Regionaal Opleidingencentrum van Twente;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
27YU;Regionaal Opleidingencentrum van Twente;techniek;BBL;vakopleiding;25DW;Hogeschool Utrecht;techniek;1
27YU;Regionaal Opleidingencentrum van Twente;zorg en welzijn;BOL;vakopleiding;25DW;Hogeschool Utrecht;gezondheidszorg;1
27YU;Regionaal Opleidingencentrum van Twente;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;3
27YU;Regionaal Opleidingencentrum van Twente;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;6
27YU;Regionaal Opleidingencentrum van Twente;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;6
28DE;ROC de Leijgraaf;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;1
28DE;ROC de Leijgraaf;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
28DE;ROC de Leijgraaf;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;2
28DE;ROC de Leijgraaf;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
30BC;SiNTLUCAS;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;2
30BC;SiNTLUCAS;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
30RM;Stichting ROC TOP;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;3
30RM;Stichting ROC TOP;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
30RM;Stichting ROC TOP;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
30RM;Stichting ROC TOP;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;2
30RM;Stichting ROC TOP;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;1
30RM;Stichting ROC TOP;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;2
30RM;Stichting ROC TOP;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;3
30RM;Stichting ROC TOP;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
30RM;Stichting ROC TOP;zorg en welzijn;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;55
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;21
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;2
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;3
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;13
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;economie;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;1
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;economie;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;economie;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;economie;3
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;economie;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;1
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;3
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;2
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;12
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;zorg en welzijn;BOL;vakopleiding;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;5
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;32
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;8
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;10
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;zorg en welzijn;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;onbekend;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;2
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;onbekend;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;3
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;38
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;18
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;3
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;2
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;3
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;economie;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;3
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;economie;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;economie;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;economie;1
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;techniek;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;4
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;7
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;37
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;9
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;7
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;zorg en welzijn;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;2
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;zorg en welzijn;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;onbekend;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;3
00GT;Regionaal Opleidingen Centrum Albeda College;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;2
00GT;Regionaal Opleidingen Centrum Albeda College;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;taal en cultuur;2
01AA;Landstede;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
01AA;Landstede;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
01NJ;Agrarisch Opleidingscentrum Terra;landbouw;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
01OE;Wellantcollege;landbouw;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
02PA;Stichting Media Amsterdam;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;taal en cultuur;1
02PG;Hout en Meubileringscollege Mbo;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
04FO;Koning Willem I College;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;5
04FO;Koning Willem I College;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;3
04FO;Koning Willem I College;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
04FO;Koning Willem I College;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;taal en cultuur;1
08PG;Regionaal Opleidingen Centrum Friese Poort;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
08PG;Regionaal Opleidingen Centrum Friese Poort;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;1
08PG;Regionaal Opleidingen Centrum Friese Poort;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;onderwijs;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;1
21CS;CITAVERDE College;landbouw;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;6
21CS;CITAVERDE College;landbouw;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gezondheidszorg;2
21CS;CITAVERDE College;landbouw;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;taal en cultuur;3
21CS;CITAVERDE College;landbouw;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;6
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;2
23NG;Tio;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
23NG;Tio;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
24GE;Business School Notenboom;economie;BOL;vakopleiding;25JX;Zuyd Hogeschool;economie;4
24GE;Business School Notenboom;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
24GP;Instituut Schoevers bv;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
24UY;Nederlands Talen Instituut;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
24ZZ;Regionaal Opleidingen Centrum Graafschap College;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
24ZZ;Regionaal Opleidingen Centrum Graafschap College;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
25GV;Agrarisch Opleidingen Centrum Groenhorst;landbouw;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;3
25LF;Regionaal Opleidingen Centrum Rijn IJssel;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gezondheidszorg;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
25LH;Stichting ROC Midden Nederland;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
25LH;Stichting ROC Midden Nederland;economie;BBL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
25LH;Stichting ROC Midden Nederland;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
25LH;Stichting ROC Midden Nederland;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
25LJ;Stichting Regionaal Opleidingencentrum Ter AA;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gedrag en maatschappij;1
25LJ;Stichting Regionaal Opleidingencentrum Ter AA;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;3
25LJ;Stichting Regionaal Opleidingencentrum Ter AA;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
25LN;Regionaal Opleidingen Centrum;zorg en welzijn;BOL;vakopleiding;25JX;Zuyd Hogeschool;gedrag en maatschappij;1
25LP;Zadkine;techniek;BOL;vakopleiding;25JX;Zuyd Hogeschool;taal en cultuur;1
25LP;Zadkine;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;taal en cultuur;1
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;economie;BOL;vakopleiding;25JX;Zuyd Hogeschool;economie;1
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;47
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gedrag en maatschappij;1
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gezondheidszorg;1
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;14
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;2
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;12
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gedrag en maatschappij;16
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gezondheidszorg;16
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;onderwijs;1
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;1
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;zorg en welzijn;BBL;vakopleiding;25JX;Zuyd Hogeschool;gezondheidszorg;1
25LU;Regionaal Opleidingen Centrum Alfa- college;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
25LV;Scholengemeenschap De Rooi Pannen;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;10
25LV;Scholengemeenschap De Rooi Pannen;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;taal en cultuur;2
25LW;Stichting voor Beroepsonderwijs, Volwasseneneducatie en Voortgezet onderwijs;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
25LW;Stichting voor Beroepsonderwijs, Volwasseneneducatie en Voortgezet onderwijs;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;taal en cultuur;1
25LX;ROC West-Brabant;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;2
25LZ;Regionaal Opleidingen Centrum Tilburg;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gedrag en maatschappij;1
25LZ;Regionaal Opleidingen Centrum Tilburg;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;1
25LZ;Regionaal Opleidingen Centrum Tilburg;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;2
25LZ;Regionaal Opleidingen Centrum Tilburg;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gedrag en maatschappij;1
25MB;Stg ROC Summa College;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;16
25MB;Stg ROC Summa College;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;5
25MB;Stg ROC Summa College;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
25MB;Stg ROC Summa College;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gezondheidszorg;1
25MB;Stg ROC Summa College;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;9
25MB;Stg ROC Summa College;zorg en welzijn;BOL;vakopleiding;25JX;Zuyd Hogeschool;gezondheidszorg;1
25MB;Stg ROC Summa College;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;2
25MB;Stg ROC Summa College;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gedrag en maatschappij;4
25MB;Stg ROC Summa College;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gezondheidszorg;2
25MB;Stg ROC Summa College;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;onderwijs;1
25MB;Stg ROC Summa College;zorg en welzijn;BBL;middenkader/specialist;25JX;Zuyd Hogeschool;gedrag en maatschappij;1
25PJ;Deltion College;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;2
25PJ;Deltion College;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;economie;BOL;vakopleiding;25JX;Zuyd Hogeschool;economie;1
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;106
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gedrag en maatschappij;7
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gezondheidszorg;5
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;22
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;economie;BBL;vakopleiding;25JX;Zuyd Hogeschool;economie;1
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;economie;BBL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;2
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;economie;examendeelnemer;middenkader/specialist;25JX;Zuyd Hogeschool;economie;9
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;economie;examendeelnemer;middenkader/specialist;25JX;Zuyd Hogeschool;gezondheidszorg;1
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;economie;examendeelnemer;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;1
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;9
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gezondheidszorg;1
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;44
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;zorg en welzijn;BOL;vakopleiding;25JX;Zuyd Hogeschool;gedrag en maatschappij;1
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;zorg en welzijn;BOL;vakopleiding;25JX;Zuyd Hogeschool;onderwijs;1
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;6
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gedrag en maatschappij;32
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gezondheidszorg;37
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;onderwijs;4
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;taal en cultuur;1
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;zorg en welzijn;BBL;middenkader/specialist;25JX;Zuyd Hogeschool;gedrag en maatschappij;1
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;zorg en welzijn;examendeelnemer;vakopleiding;25JX;Zuyd Hogeschool;economie;1
25PM;Regionaal Opleidingen Centrum A12;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
25PN;Regionaal Opleidingen Centrum Nijmegen eo;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
25PN;Regionaal Opleidingen Centrum Nijmegen eo;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;2
25PN;Regionaal Opleidingen Centrum Nijmegen eo;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gezondheidszorg;2
25PT;Regionaal Opleidingen Centrum Horizon College;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
