SCHOOLJAAR 2012-2013 IN HET MBO (peildatum 1 oktober 2012);;;;;SCHOOLJAAR 2013-2014 IN HET HBO (peildatum 1 oktober 2013);;;
BRIN NUMMER ;INSTELLINGSNAAM ;MBO SECTOR;LEERWEG MBO;KWALIFICATIENIVEAU;BRIN NUMMER;INSTELLINGSNAAM ;CROHO ONDERDEEL;AANTAL DOORSTROMERS
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;6
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;economie;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;2
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;4
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;techniek;BBL;vakopleiding;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;2
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;10
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;9
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;2
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;zorg en welzijn;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;onbekend;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
27GZ;ROC Mondriaan;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;2
27GZ;ROC Mondriaan;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
27GZ;ROC Mondriaan;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;2
27GZ;ROC Mondriaan;economie;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
27GZ;ROC Mondriaan;economie;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
27GZ;ROC Mondriaan;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;3
27GZ;ROC Mondriaan;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;3
27GZ;ROC Mondriaan;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;2
27GZ;ROC Mondriaan;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;2
27YU;Regionaal Opleidingencentrum van Twente;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;9
27YU;Regionaal Opleidingencentrum van Twente;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
27YU;Regionaal Opleidingencentrum van Twente;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
27YU;Regionaal Opleidingencentrum van Twente;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
27YU;Regionaal Opleidingencentrum van Twente;economie;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
27YU;Regionaal Opleidingencentrum van Twente;economie;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;economie;1
27YU;Regionaal Opleidingencentrum van Twente;techniek;BOL;vakopleiding;25DW;Hogeschool Utrecht;onderwijs;1
27YU;Regionaal Opleidingencentrum van Twente;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;1
27YU;Regionaal Opleidingencentrum van Twente;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;4
27YU;Regionaal Opleidingencentrum van Twente;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;2
27YU;Regionaal Opleidingencentrum van Twente;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;4
27ZP;SBK Advies & Training B.V.;economie;BBL;vakopleiding;25DW;Hogeschool Utrecht;onderwijs;1
27ZP;SBK Advies & Training B.V.;economie;BBL;vakopleiding;25DW;Hogeschool Utrecht;techniek;1
28CP;VARIVA OPLEIDINGEN B.V.;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
28DE;ROC de Leijgraaf;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;1
28DE;ROC de Leijgraaf;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
28DE;ROC de Leijgraaf;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
28DE;ROC de Leijgraaf;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
29ZY;Stichting De Nederlandse Fotovakschool;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;2
30JL;TMO College;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;1
30RM;Stichting ROC TOP;economie;BOL;vakopleiding;25DW;Hogeschool Utrecht;economie;1
30RM;Stichting ROC TOP;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;3
30RM;Stichting ROC TOP;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
30RM;Stichting ROC TOP;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
30RM;Stichting ROC TOP;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;4
30RM;Stichting ROC TOP;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
30RM;Stichting ROC TOP;zorg en welzijn;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;2
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;57
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;29
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;2
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;2
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;13
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;economie;examendeelnemer;vakopleiding;25DW;Hogeschool Utrecht;economie;1
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;economie;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;economie;3
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;economie;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;economie;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;3
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;1
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;3
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;18
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;zorg en welzijn;BOL;vakopleiding;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;zorg en welzijn;BOL;vakopleiding;25DW;Hogeschool Utrecht;gezondheidszorg;1
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;22
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;2
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;4
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;51
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;22
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;5
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;5
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;4
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;economie;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;1
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;economie;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;economie;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;economie;4
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;economie;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;2
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;techniek;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;2
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;zorg en welzijn;BOL;vakopleiding;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;4
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;35
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;10
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;5
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;zorg en welzijn;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;zorg en welzijn;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;5
00GT;Regionaal Opleidingen Centrum Albeda College;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;taal en cultuur;3
01AA;Landstede;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
01AA;Landstede;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
01OE;Wellantcollege;landbouw;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
02PN;C I B A P Christelijk MBO;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;taal en cultuur;3
04CY;Regionaal Opleidingen Centrum Rivor;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
04FO;Koning Willem I College;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;4
04FO;Koning Willem I College;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
04FO;Koning Willem I College;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;taal en cultuur;2
08PG;Regionaal Opleidingen Centrum Friese Poort;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;2
21CS;CITAVERDE College;landbouw;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;8
21CS;CITAVERDE College;landbouw;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gedrag en maatschappij;4
21CS;CITAVERDE College;landbouw;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gezondheidszorg;2
21CS;CITAVERDE College;landbouw;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;onderwijs;2
21CS;CITAVERDE College;landbouw;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;taal en cultuur;5
21CS;CITAVERDE College;landbouw;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;4
23NG;Tio;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;3
24GE;Business School Notenboom;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;3
25LF;Regionaal Opleidingen Centrum Rijn IJssel;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;taal en cultuur;1
25LH;Stichting ROC Midden Nederland;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
25LH;Stichting ROC Midden Nederland;economie;BBL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;2
25LJ;Stichting Regionaal Opleidingencentrum Ter AA;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;3
25LJ;Stichting Regionaal Opleidingencentrum Ter AA;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;3
25LJ;Stichting Regionaal Opleidingencentrum Ter AA;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;taal en cultuur;1
25LN;Regionaal Opleidingen Centrum;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
25LP;Zadkine;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;taal en cultuur;1
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;30
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gedrag en maatschappij;2
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gezondheidszorg;1
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;11
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;economie;BBL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;economie;BBL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;1
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;economie;examendeelnemer;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;techniek;BOL;vakopleiding;25JX;Zuyd Hogeschool;gezondheidszorg;1
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;3
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;9
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;techniek;BBL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;2
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;2
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gedrag en maatschappij;9
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gezondheidszorg;16
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;onderwijs;1
25LU;Regionaal Opleidingen Centrum Alfa- college;economie;BOL;vakopleiding;25JX;Zuyd Hogeschool;economie;1
25LV;Scholengemeenschap De Rooi Pannen;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;20
25LW;Stichting voor Beroepsonderwijs, Volwasseneneducatie en Voortgezet onderwijs;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;3
25LX;ROC West-Brabant;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;2
25LX;ROC West-Brabant;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
25LZ;Regionaal Opleidingen Centrum Tilburg;techniek;BOL;vakopleiding;25JX;Zuyd Hogeschool;economie;1
25LZ;Regionaal Opleidingen Centrum Tilburg;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;taal en cultuur;1
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
25MB;Stg ROC Summa College;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;10
25MB;Stg ROC Summa College;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;2
25MB;Stg ROC Summa College;economie;BBL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
25MB;Stg ROC Summa College;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;8
25MB;Stg ROC Summa College;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;taal en cultuur;1
25MB;Stg ROC Summa College;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;1
25MB;Stg ROC Summa College;techniek;BBL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;2
25MB;Stg ROC Summa College;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gedrag en maatschappij;1
25MB;Stg ROC Summa College;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gezondheidszorg;7
25PJ;Deltion College;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;economie;BOL;vakopleiding;25JX;Zuyd Hogeschool;techniek;1
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;100
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gedrag en maatschappij;13
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gezondheidszorg;4
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;33
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;economie;examendeelnemer;vakopleiding;25JX;Zuyd Hogeschool;techniek;1
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;economie;examendeelnemer;middenkader/specialist;25JX;Zuyd Hogeschool;economie;5
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;economie;examendeelnemer;middenkader/specialist;25JX;Zuyd Hogeschool;gedrag en maatschappij;1
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;economie;examendeelnemer;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;2
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;7
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gedrag en maatschappij;1
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;46
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;techniek;examendeelnemer;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;1
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;zorg en welzijn;BOL;vakopleiding;25JX;Zuyd Hogeschool;gedrag en maatschappij;2
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;zorg en welzijn;BOL;vakopleiding;25JX;Zuyd Hogeschool;gezondheidszorg;16
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;zorg en welzijn;BOL;vakopleiding;25JX;Zuyd Hogeschool;onderwijs;1
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;10
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gedrag en maatschappij;27
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gezondheidszorg;27
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;onderwijs;5
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;taal en cultuur;1
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;3
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;zorg en welzijn;BBL;middenkader/specialist;25JX;Zuyd Hogeschool;gezondheidszorg;1
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;zorg en welzijn;examendeelnemer;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;zorg en welzijn;examendeelnemer;middenkader/specialist;25JX;Zuyd Hogeschool;gedrag en maatschappij;1
25PM;Regionaal Opleidingen Centrum A12;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
25PM;Regionaal Opleidingen Centrum A12;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;1
25PN;Regionaal Opleidingen Centrum Nijmegen eo;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;2
25PN;Regionaal Opleidingen Centrum Nijmegen eo;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;1
25PN;Regionaal Opleidingen Centrum Nijmegen eo;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gezondheidszorg;1
25PU;Regionaal Opleidingen Centrum Arcus College;economie;BOL;vakopleiding;25JX;Zuyd Hogeschool;economie;5
25PU;Regionaal Opleidingen Centrum Arcus College;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;53
25PU;Regionaal Opleidingen Centrum Arcus College;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gedrag en maatschappij;4
25PU;Regionaal Opleidingen Centrum Arcus College;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gezondheidszorg;3
25PU;Regionaal Opleidingen Centrum Arcus College;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;taal en cultuur;1
25PU;Regionaal Opleidingen Centrum Arcus College;economie;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;20
25PU;Regionaal Opleidingen Centrum Arcus College;economie;BBL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;3
25PU;Regionaal Opleidingen Centrum Arcus College;economie;BBL;middenkader/specialist;25JX;Zuyd Hogeschool;gezondheidszorg;1
25PU;Regionaal Opleidingen Centrum Arcus College;economie;examendeelnemer;middenkader/specialist;25JX;Zuyd Hogeschool;economie;4
25PU;Regionaal Opleidingen Centrum Arcus College;economie;examendeelnemer;middenkader/specialist;25JX;Zuyd Hogeschool;gezondheidszorg;1
25PU;Regionaal Opleidingen Centrum Arcus College;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;3
25PU;Regionaal Opleidingen Centrum Arcus College;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gedrag en maatschappij;3
25PU;Regionaal Opleidingen Centrum Arcus College;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gezondheidszorg;1
25PU;Regionaal Opleidingen Centrum Arcus College;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;onderwijs;1
25PU;Regionaal Opleidingen Centrum Arcus College;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;taal en cultuur;1
25PU;Regionaal Opleidingen Centrum Arcus College;techniek;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;techniek;20
25PU;Regionaal Opleidingen Centrum Arcus College;zorg en welzijn;BOL;vakopleiding;25JX;Zuyd Hogeschool;gezondheidszorg;1
25PU;Regionaal Opleidingen Centrum Arcus College;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;economie;6
25PU;Regionaal Opleidingen Centrum Arcus College;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gedrag en maatschappij;15
25PU;Regionaal Opleidingen Centrum Arcus College;zorg en welzijn;BOL;middenkader/specialist;25JX;Zuyd Hogeschool;gezondheidszorg;28
