SCHOOLJAAR 2011-2012 IN HET MBO (peildatum 1 oktober 2011);;;;;SCHOOLJAAR 2012-2013 IN HET HBO (peildatum 1 oktober 2012);;;
BRIN NUMMER ;INSTELLINGSNAAM ;MBO SECTOR;LEERWEG MBO;KWALIFICATIENIVEAU;BRIN NUMMER;INSTELLINGSNAAM ;CROHO ONDERDEEL;AANTAL DOORSTROMERS
27YU;Regionaal Opleidingencentrum van Twente;zorg en welzijn;BOL;middenkader/specialist;25BE;Hanzehogeschool Groningen;gedrag en maatschappij;1
27YU;Regionaal Opleidingencentrum van Twente;zorg en welzijn;BOL;middenkader/specialist;25BE;Hanzehogeschool Groningen;gezondheidszorg;5
27YU;Regionaal Opleidingencentrum van Twente;zorg en welzijn;BOL;middenkader/specialist;25BE;Hanzehogeschool Groningen;onderwijs;2
00GT;Regionaal Opleidingen Centrum Albeda College;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;3
00GT;Regionaal Opleidingen Centrum Albeda College;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
00GT;Regionaal Opleidingen Centrum Albeda College;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
00GT;Regionaal Opleidingen Centrum Albeda College;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;2
00GT;Regionaal Opleidingen Centrum Albeda College;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;2
00GT;Regionaal Opleidingen Centrum Albeda College;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;2
00GT;Regionaal Opleidingen Centrum Albeda College;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;2
00GT;Regionaal Opleidingen Centrum Albeda College;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
00GT;Regionaal Opleidingen Centrum Albeda College;zorg en welzijn;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
01AA;Landstede;economie;BOL;vakopleiding;25DW;Hogeschool Utrecht;economie;1
01AA;Landstede;economie;BOL;vakopleiding;25DW;Hogeschool Utrecht;onderwijs;1
01AA;Landstede;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;5
01AA;Landstede;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;4
01AA;Landstede;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;3
01AA;Landstede;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;3
01AA;Landstede;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;3
01AA;Landstede;zorg en welzijn;BOL;vakopleiding;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
01AA;Landstede;zorg en welzijn;BOL;vakopleiding;25DW;Hogeschool Utrecht;gezondheidszorg;1
01AA;Landstede;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;2
01AA;Landstede;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;15
01AA;Landstede;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;5
01AA;Landstede;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;3
01NJ;Agrarisch Opleidingscentrum Terra;landbouw;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
01OE;Wellantcollege;landbouw;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;2
01OE;Wellantcollege;landbouw;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
01OE;Wellantcollege;landbouw;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
02OV;Leidse Instrumentmakers School;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
02PA;Stichting Media Amsterdam;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
02PG;Hout en Meubileringscollege Mbo;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
02PK;Nimeto Algemen Bijzondere Scholengemeenschap voor Mbo Kmbo;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;3
02PK;Nimeto Algemen Bijzondere Scholengemeenschap voor Mbo Kmbo;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;4
02PK;Nimeto Algemen Bijzondere Scholengemeenschap voor Mbo Kmbo;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
02PK;Nimeto Algemen Bijzondere Scholengemeenschap voor Mbo Kmbo;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
02PN;C I B A P Christelijk MBO;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;1
02PN;C I B A P Christelijk MBO;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
04CY;Regionaal Opleidingen Centrum Rivor;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;3
04CY;Regionaal Opleidingen Centrum Rivor;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;2
04CY;Regionaal Opleidingen Centrum Rivor;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
04CY;Regionaal Opleidingen Centrum Rivor;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
04CY;Regionaal Opleidingen Centrum Rivor;zorg en welzijn;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;economie;BOL;vakopleiding;25DW;Hogeschool Utrecht;economie;7
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;economie;BOL;vakopleiding;25DW;Hogeschool Utrecht;gedrag en maatschappij;2
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;103
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;44
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;4
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;7
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;13
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;economie;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;2
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;economie;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;economie;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;economie;6
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;economie;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;2
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;economie;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;economie;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;economie;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;1
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;25
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;techniek;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;2
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;techniek;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;techniek;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;zorg en welzijn;BOL;vakopleiding;25DW;Hogeschool Utrecht;gedrag en maatschappij;2
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;33
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;11
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;14
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;zorg en welzijn;BBL;vakopleiding;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;zorg en welzijn;BBL;vakopleiding;25DW;Hogeschool Utrecht;gezondheidszorg;1
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;zorg en welzijn;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;1
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;zorg en welzijn;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;zorg en welzijn;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;5
04EU;Regionaal Opleidingen Centrum Kop van Noord-Holland voor VAVO MBO VW;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;1
04EU;Regionaal Opleidingen Centrum Kop van Noord-Holland voor VAVO MBO VW;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
04FO;Koning Willem I College;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;6
04FO;Koning Willem I College;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;7
04FO;Koning Willem I College;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
04FO;Koning Willem I College;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
04FO;Koning Willem I College;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;5
04FO;Koning Willem I College;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;1
04FO;Koning Willem I College;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
04FO;Koning Willem I College;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
04FO;Koning Willem I College;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
04FO;Koning Willem I College;techniek;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
04FO;Koning Willem I College;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;3
04FO;Koning Willem I College;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;8
04FO;Koning Willem I College;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;2
04FO;Koning Willem I College;zorg en welzijn;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
04NZ;SOMA College;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;2
05EA;Scheepvaart en Transport College;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
05EL;Regionaal Opleidingen Centrum Westerschelde voor Vavo Bbo Mbo Vw;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
05EL;Regionaal Opleidingen Centrum Westerschelde voor Vavo Bbo Mbo Vw;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
08PG;Regionaal Opleidingen Centrum Friese Poort;economie;BOL;vakopleiding;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
08PG;Regionaal Opleidingen Centrum Friese Poort;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;2
08PG;Regionaal Opleidingen Centrum Friese Poort;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
08PG;Regionaal Opleidingen Centrum Friese Poort;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
08PG;Regionaal Opleidingen Centrum Friese Poort;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
08PG;Regionaal Opleidingen Centrum Friese Poort;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;1
08PG;Regionaal Opleidingen Centrum Friese Poort;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;3
08PG;Regionaal Opleidingen Centrum Friese Poort;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;1
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;2
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;2
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;2
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;economie;BBL;vakopleiding;25DW;Hogeschool Utrecht;gezondheidszorg;1
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;economie;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;3
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;1
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;2
17WH;SVO Opleidingen;economie;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BOL;vakopleiding;25DW;Hogeschool Utrecht;economie;2
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;3
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;7
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BBL;vakopleiding;25DW;Hogeschool Utrecht;economie;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;2
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;techniek;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;3
20MQ;Regionaal Opleidingen Centrum Da Vinci College;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
21CY;Agrarisch Opleidingen Centrum West Brabant;landbouw;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;4
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
23KG;Grafisch Lyceum Utrecht;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;11
23KG;Grafisch Lyceum Utrecht;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
23KG;Grafisch Lyceum Utrecht;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
23KG;Grafisch Lyceum Utrecht;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;3
23KG;Grafisch Lyceum Utrecht;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;21
23NG;Tio;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;2
23NG;Tio;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
23NG;Tio;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
24GE;Business School Notenboom;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;4
24ZZ;Regionaal Opleidingen Centrum Graafschap College;economie;BOL;vakopleiding;25DW;Hogeschool Utrecht;gezondheidszorg;1
24ZZ;Regionaal Opleidingen Centrum Graafschap College;economie;BOL;vakopleiding;25DW;Hogeschool Utrecht;techniek;1
24ZZ;Regionaal Opleidingen Centrum Graafschap College;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;7
24ZZ;Regionaal Opleidingen Centrum Graafschap College;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
24ZZ;Regionaal Opleidingen Centrum Graafschap College;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
24ZZ;Regionaal Opleidingen Centrum Graafschap College;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;2
24ZZ;Regionaal Opleidingen Centrum Graafschap College;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;1
24ZZ;Regionaal Opleidingen Centrum Graafschap College;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
24ZZ;Regionaal Opleidingen Centrum Graafschap College;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
24ZZ;Regionaal Opleidingen Centrum Graafschap College;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
24ZZ;Regionaal Opleidingen Centrum Graafschap College;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
25EF;Clusius College;landbouw;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
25GV;Agrarisch Opleidingen Centrum Groenhorst;landbouw;BOL;vakopleiding;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
25GV;Agrarisch Opleidingen Centrum Groenhorst;landbouw;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;5
25GV;Agrarisch Opleidingen Centrum Groenhorst;landbouw;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;2
25GV;Agrarisch Opleidingen Centrum Groenhorst;landbouw;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;3
25GV;Agrarisch Opleidingen Centrum Groenhorst;landbouw;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;2
25GV;Agrarisch Opleidingen Centrum Groenhorst;landbouw;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;2
25GV;Agrarisch Opleidingen Centrum Groenhorst;landbouw;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;15
25LF;Regionaal Opleidingen Centrum Rijn IJssel;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;11
25LF;Regionaal Opleidingen Centrum Rijn IJssel;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;3
25LF;Regionaal Opleidingen Centrum Rijn IJssel;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;5
25LF;Regionaal Opleidingen Centrum Rijn IJssel;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;3
25LF;Regionaal Opleidingen Centrum Rijn IJssel;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;3
25LF;Regionaal Opleidingen Centrum Rijn IJssel;techniek;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;zorg en welzijn;BOL;vakopleiding;25DW;Hogeschool Utrecht;economie;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;zorg en welzijn;BOL;vakopleiding;25DW;Hogeschool Utrecht;gezondheidszorg;6
25LF;Regionaal Opleidingen Centrum Rijn IJssel;zorg en welzijn;BOL;vakopleiding;25DW;Hogeschool Utrecht;onderwijs;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;9
25LF;Regionaal Opleidingen Centrum Rijn IJssel;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;13
25LF;Regionaal Opleidingen Centrum Rijn IJssel;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;2
25LF;Regionaal Opleidingen Centrum Rijn IJssel;zorg en welzijn;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;3
25LG;Regionaal Opleidingen Centrum Friesland College;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;2
25LG;Regionaal Opleidingen Centrum Friesland College;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
25LG;Regionaal Opleidingen Centrum Friesland College;zorg en welzijn;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;2
25LH;Stichting ROC Midden Nederland;economie;BOL;vakopleiding;25DW;Hogeschool Utrecht;economie;4
25LH;Stichting ROC Midden Nederland;economie;BOL;vakopleiding;25DW;Hogeschool Utrecht;gedrag en maatschappij;2
25LH;Stichting ROC Midden Nederland;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;56
25LH;Stichting ROC Midden Nederland;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;35
25LH;Stichting ROC Midden Nederland;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;6
25LH;Stichting ROC Midden Nederland;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;7
25LH;Stichting ROC Midden Nederland;economie;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;15
25LH;Stichting ROC Midden Nederland;economie;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;2
25LH;Stichting ROC Midden Nederland;economie;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;2
25LH;Stichting ROC Midden Nederland;economie;BBL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
25LH;Stichting ROC Midden Nederland;economie;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;economie;3
25LH;Stichting ROC Midden Nederland;economie;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
25LH;Stichting ROC Midden Nederland;economie;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
25LH;Stichting ROC Midden Nederland;techniek;BOL;vakopleiding;25DW;Hogeschool Utrecht;techniek;2
25LH;Stichting ROC Midden Nederland;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;economie;6
25LH;Stichting ROC Midden Nederland;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;gezondheidszorg;1
25LH;Stichting ROC Midden Nederland;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;onderwijs;2
25LH;Stichting ROC Midden Nederland;techniek;BOL;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;34
25LH;Stichting ROC Midden Nederland;techniek;examendeelnemer;middenkader/specialist;25DW;Hogeschool Utrecht;techniek;1
25LH;Stichting ROC Midden Nederland;zorg en welzijn;BOL;vakopleiding;25DW;Hogeschool Utrecht;economie;1
25LH;Stichting ROC Midden Nederland;zorg en welzijn;BOL;vakopleiding;25DW;Hogeschool Utrecht;gedrag en maatschappij;1
25LH;Stichting ROC Midden Nederland;zorg en welzijn;BOL;vakopleiding;25DW;Hogeschool Utrecht;gezondheidszorg;4
25LH;Stichting ROC Midden Nederland;zorg en welzijn;BOL;vakopleiding;25DW;Hogeschool Utrecht;techniek;1
